Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
TUSK,Mammoth Energy Services Inc.,4.5,0.5,8.2919,05/09/2019,05/17/2019,
TW,Tradeweb Markets Inc.,46.5,0.32,0.7002,05/30/2019,06/15/2019,
TXN,Texas Instruments Incorporated,121.82,3.08,2.4949,07/30/2019,08/12/2019,
TYPE,Monotype Imaging Holdings Inc.,19.88,0.464,2.3293,06/28/2019,07/19/2019,
UAE,iShares Trust,14.065,0.951838,6.624,06/17/2019,06/21/2019,
UBCP,United Bancorp Inc.,11.4,0.54,4.8,06/07/2019,06/20/2019,
UBFO,United Security Bancshares,10.61,0.44,4.1121,07/05/2019,07/18/2019,
UBNK,United Financial Bancorp Inc. ,13.36,0.48,3.5503,07/25/2019,08/07/2019,
UBNT,Ubiquiti Networks Inc.,122.22,1,0.8039,05/17/2019,05/28/2019,
UBOH,United Bancshares Inc.,21.66,0.52,2.3009,05/30/2019,06/17/2019,
UBSI,United Bankshares Inc.,36.08,1.36,3.7363,06/13/2019,07/01/2019,
UCBI,United Community Banks Inc.,27.24,0.68,2.4936,06/13/2019,07/05/2019,
UCFC,United Community Financial Corp.,9.79,0.32,3.2356,08/02/2019,08/13/2019,
UFCS,United Fire Group Inc,53.28,1.32,2.5576,05/30/2019,06/14/2019,
UFPI,Universal Forest Products Inc.,39.77,0.4,1.0152,05/30/2019,06/15/2019,
UG,United-Guardian Inc.,19.48,1.1,5.618,05/30/2019,06/14/2019,
UIHC,United Insurance Holdings Corp.,11.25,0.24,2.1958,05/13/2019,05/21/2019,
ULH,Universal Logistics Holdings Inc.,20.62,0.42,2.118,08/02/2019,08/12/2019,
UMBF,UMB Financial Corporation,65.62,1.2,1.808,06/07/2019,07/01/2019,
UMPQ,Umpqua Holdings Corporation,16.38,0.84,5.0542,06/27/2019,07/15/2019,
UNB,Union Bankshares Inc.,32.51,1.24,3.8224,07/26/2019,08/08/2019,
UNIT,Uniti Group Inc.,8.25,0.2,2.4184,06/27/2019,07/15/2019,
UNTY,Unity Bancorp Inc.,20.68,0.32,1.5489,06/13/2019,06/28/2019,
USIG,iShares Trust,57.41,1.955808,3.4097,08/01/2019,08/07/2019,
USLB,Invesco Exchange-Traded Fund Trust II,33.105,0.78192,2.3334,06/24/2019,06/28/2019,
USLM,United States Lime & Minerals Inc.,83.34,0.54,0.6505,05/23/2019,06/14/2019,
USMC,Principal Exchange-Traded Funds,28.9,0.60768,2.0897,07/01/2019,07/05/2019,
USOI,Credit Suisse AG,20.1003,2.3784,11.892,06/19/2019,06/25/2019,
UTMD,Utah Medical Products Inc.,93.14,1.1,1.2067,06/13/2019,07/03/2019,
UVSP,Univest Financial Corporation,26.5,0.8,2.9963,06/03/2019,07/01/2019,
VALU,Value Line Inc.,25.18,0.8,3.1496,07/26/2019,08/09/2019,
VBTX,Veritex Holdings Inc.,24.6,0.5,2.0024,05/08/2019,05/23/2019,
VCIT,Vanguard Scottsdale Funds,90.28,3.2904,3.6475,08/01/2019,08/06/2019,
VCLT,Vanguard Scottsdale Funds,98.43,4.0728,4.1475,08/01/2019,08/06/2019,
VCSH,Vanguard Scottsdale Funds,80.65,2.4852,3.0807,08/01/2019,08/06/2019,
VETS,Pacer Funds,29.98,0.564259,1.8821,06/25/2019,06/27/2019,
VGIT,Vanguard Scottsdale Funds,66.23,1.4892,2.2499,08/01/2019,08/06/2019,
VGLT,Vanguard Scottsdale Funds,83.74,2.1324,2.5679,08/01/2019,08/06/2019,
VGSH,Vanguard Scottsdale Funds,60.835,1.4616,2.4032,08/01/2019,08/06/2019,
VIA,Viacom Inc.,34.59,0.8,2.3276,06/14/2019,07/01/2019,
VIAB,Viacom Inc.,29.78,0.8,2.6738,06/14/2019,07/01/2019,
VIGI,Vanguard Whitehall Funds,65.97,1.9204,2.8891,06/17/2019,06/20/2019,
VIRT,Virtu Financial Inc.,22.3,0.96,4.3302,05/31/2019,06/17/2019,
VLGEA,Village Super Market Inc.,24.71,1,4.0112,07/01/2019,07/25/2019,
VLY,Valley National Bancorp,10.63,0.44,4.0553,06/13/2019,07/01/2019,
VMBS,Vanguard Scottsdale Funds,52.95,1.5936,3.0068,08/01/2019,08/06/2019,
VNOM,Viper Energy Partners LP,31.59,1.52,4.8177,05/10/2019,05/20/2019,
VNQI,Vanguard International Equity Index Funds,57.7,1.6252,2.8269,06/17/2019,06/20/2019,
VONE,Vanguard Scottsdale Funds,134.51,2.3356,1.7225,06/21/2019,06/26/2019,
VONG,Vanguard Scottsdale Funds,163.12,1.9516,1.1825,06/21/2019,06/26/2019,
VONV,Vanguard Scottsdale Funds,110.43,2.5952,2.337,06/21/2019,06/26/2019,
VRIG,Invesco Actively Managed Exchange-Traded Fund Trus,24.88,0.76872,3.0872,07/22/2019,07/31/2019,
VRSK,Verisk Analytics Inc.,153.23,1,0.6539,06/13/2019,06/28/2019,
VRTS,Virtus Investment Partners Inc.,101.01,2.2,2.1455,07/30/2019,08/15/2019,
VSDA,Victory Portfolios II,33.18,0.5004,1.5,07/17/2019,07/19/2019,
VSEC,VSE Corporation,30.87,0.36,1.2405,07/16/2019,07/31/2019,
VSMV,Victory Portfolios II,30.9906,0.796044,2.5463,07/17/2019,07/19/2019,
VTC,Vanguard Scottsdale Funds,87.245,2.9652,3.404,08/01/2019,08/06/2019,
VTHR,Vanguard Scottsdale Funds,133.63,2.5372,1.8842,06/21/2019,06/26/2019,
VTIP,Vanguard Malvern Funds,49.41,0.6816,1.3795,06/17/2019,06/20/2019,
VTWG,Vanguard Scottsdale Funds,144.72,0.9908,0.6753,06/21/2019,06/26/2019,
VTWO,Vanguard Scottsdale Funds,122.68,1.8448,1.4876,06/21/2019,06/26/2019,
VTWV,Vanguard Scottsdale Funds,102.3,2.244,2.1765,06/21/2019,06/26/2019,
VWOB,Vanguard Whitehall Funds,80.72,3.936,4.8665,08/01/2019,08/06/2019,
VXUS,Vanguard STAR Funds,50.94,2.4424,4.7592,06/21/2019,06/26/2019,
VYMI,Vanguard Whitehall Funds,58.65,4.0812,6.9032,06/17/2019,06/20/2019,
WABC,Westamerica Bancorporation,61.98,1.64,2.6236,08/02/2019,08/16/2019,
WAFD,Washington Federal Inc.,35.31,0.8,2.2241,05/09/2019,05/24/2019,
WASH,Washington Trust Bancorp Inc.,48.44,2.04,4.2036,06/28/2019,07/12/2019,
WBA,Walgreens Boots Alliance Inc.,53.68,1.76,3.255,05/17/2019,06/12/2019,
WBND,Legg Mason ETF Investment Trust,26.87,0.941544,3.5041,08/01/2019,08/06/2019,
WDC,Western Digital Corporation,54.39,2,3.603,06/27/2019,07/15/2019,
WDFC,WD-40 Company,180.25,2.44,1.3562,07/18/2019,07/31/2019,
WEBK,Wellesley Bancorp Inc.,31.41,0.24,0.7675,06/04/2019,06/19/2019,
WEN,Wendy's Company (The),18.09,0.4,2.2075,05/31/2019,06/17/2019,
WERN,Werner Enterprises Inc.,32.4,0.36,1.108,06/28/2019,07/16/2019,
WETF,WisdomTree Investments Inc.,5.94,0.12,2.0067,05/07/2019,05/22/2019,
WEYS,Weyco Group Inc.,26.31,0.96,3.6613,05/30/2019,06/28/2019,
WHF,WhiteHorse Finance Inc.,13.93,1.42,10.2158,06/19/2019,07/03/2019,
WINA,Winmark Corporation,170.62,1,0.5893,05/07/2019,06/03/2019,
WINC,Legg Mason ETF Investment Trust,25.96,1.05318,4.0648,08/01/2019,08/06/2019,
WING,Wingstop Inc.,92.56,0.36,0.4062,06/06/2019,06/21/2019,
WIRE,Encore Wire Corporation,55.07,0.08,0.1441,07/03/2019,07/19/2019,
WNEB,Western New England Bancorp Inc.,8.93,0.2,2.1739,05/07/2019,05/22/2019,
WOOD,iShares Trust,55.3,2.241256,3.9866,06/17/2019,06/21/2019,
WSBC,WesBanco Inc.,35.13,1.24,3.488,06/06/2019,07/01/2019,
WSBF,Waterstone Financial Inc.,16.62,0.48,2.8453,07/11/2019,08/02/2019,
WSFS,WSFS Financial Corporation,41.52,0.48,1.1558,05/08/2019,05/23/2019,
WSTG,Wayside Technology Group Inc.,11.2733,0.68,6.0337,05/17/2019,05/24/2019,
WTBA,West Bancorporation,20.64,0.84,3.9867,05/07/2019,05/22/2019,
WTFC,Wintrust Financial Corporation,68.53,1,1.4451,05/08/2019,05/23/2019,
WVFC,WVS Financial Corp.,17.35,0.4,2.251,05/10/2019,05/23/2019,
WWD,Woodward Inc.,109.84,0.65,0.5811,05/17/2019,06/03/2019,
WYNN,Wynn Resorts Limited,119.7,4,3.2541,05/21/2019,05/30/2019,
XLNX,Xilinx Inc.,110.18,1.48,1.3044,05/15/2019,06/03/2019,
XPER,Xperi Corporation ,20.45,0.8,3.8351,05/28/2019,06/19/2019,
XRAY,DENTSPLY SIRONA Inc.,52.79,0.35,0.6559,06/27/2019,07/12/2019,
XT,iShares Trust,38.28,0.717314,1.8502,06/17/2019,06/21/2019,
YLCO,Global X Funds,13.5,0.4392,3.2413,05/07/2019,05/15/2019,
YLDE,Legg Mason ETF Investment Trust,30.71,0.79776,2.5414,06/25/2019,06/28/2019,
YORW,The York Water Company,35.73,0.6932,1.9325,06/27/2019,07/15/2019,
ZBIO,ProShares Trust,15.1,0.061964,0.43,06/25/2019,07/02/2019,
ZEUS,Olympic Steel Inc.,12.05,0.08,0.6639,05/31/2019,06/17/2019,
ZION,Zions Bancorporation N.A.,42.55,1.2,2.7946,05/15/2019,05/23/2019,
