Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
TUR,iShares Inc.,24.13,1.183626,4.9338,06/17/2019,06/21/2019,
TUSA,First Trust Exchange-Traded Fund,32.88,0.3148,0.9571,06/14/2019,06/28/2019,
TW,Tradeweb Markets Inc.,42.59,0.32,0.7316,08/30/2019,09/16/2019,
TXN,Texas Instruments Incorporated,123.75,3.08,2.4925,07/30/2019,08/12/2019,
TYPE,Monotype Imaging Holdings Inc.,19.75,0.464,2.3506,06/28/2019,07/19/2019,
UAE,iShares Trust,13.9244,0.951838,6.8605,06/17/2019,06/21/2019,
UBCP,United Bancorp Inc.,11.4504,0.54,4.843,06/07/2019,06/20/2019,
UBFO,United Security Bancshares,10.38,0.44,4.2594,07/05/2019,07/18/2019,
UBNK,United Financial Bancorp Inc. ,12.5,0.48,3.8523,07/25/2019,08/07/2019,
UBOH,United Bancshares Inc.,19.36,0.52,2.8729,08/29/2019,09/16/2019,
UBSI,United Bankshares Inc.,36.88,1.36,3.6906,06/13/2019,07/01/2019,
UCBI,United Community Banks Inc.,26.41,0.68,2.5478,06/13/2019,07/05/2019,
UCFC,United Community Financial Corp.,9.65,0.32,3.3126,08/02/2019,08/13/2019,
UFCS,United Fire Group Inc,45.16,1.32,2.9113,08/29/2019,09/13/2019,
UFPI,Universal Forest Products Inc.,39.1,0.4,1.0212,05/30/2019,06/15/2019,
UG,United-Guardian Inc.,18.91,1.1,5.7202,05/30/2019,06/14/2019,
UIHC,United Insurance Holdings Corp.,11.72,0.24,2.0548,08/13/2019,08/21/2019,
ULH,Universal Logistics Holdings Inc.,20.95,0.42,2.0183,08/29/2019,10/01/2019,
UMBF,UMB Financial Corporation,62.32,1.2,1.9148,06/07/2019,07/01/2019,
UMPQ,Umpqua Holdings Corporation,15.71,0.84,5.3915,06/27/2019,07/15/2019,
UNB,Union Bankshares Inc.,27.44,1.24,4.5405,07/26/2019,08/08/2019,
UNIT,Uniti Group Inc.,7.39,0.2,2.6281,06/27/2019,07/15/2019,
UNTY,Unity Bancorp Inc.,19.63,0.32,1.617,06/13/2019,06/28/2019,
USIG,iShares Trust,58.79,1.955808,3.3279,08/01/2019,08/07/2019,
USLB,Invesco Exchange-Traded Fund Trust II,33.06,0.78192,2.3652,06/24/2019,06/28/2019,
USLM,United States Lime & Minerals Inc.,77.17,0.54,0.6974,08/22/2019,09/13/2019,
USMC,Principal Exchange-Traded Funds,28.94,0.60768,2.102,07/01/2019,07/05/2019,
USOI,Credit Suisse AG,20.0575,3.8832,19.2715,08/20/2019,08/27/2019,
UTMD,Utah Medical Products Inc.,98.32,1.1,1.1169,06/13/2019,07/03/2019,
UVSP,Univest Financial Corporation,25.31,0.8,3.1447,06/03/2019,07/01/2019,
VALU,Value Line Inc.,26.8,0.8,3.124,07/26/2019,08/09/2019,
VBTX,Veritex Holdings Inc.,23.6,0.5,2.1213,08/07/2019,08/22/2019,
VCIT,Vanguard Scottsdale Funds,91.89,3.2904,3.5789,08/01/2019,08/06/2019,
VCLT,Vanguard Scottsdale Funds,102.58,4.0728,3.9523,08/01/2019,08/06/2019,
VCSH,Vanguard Scottsdale Funds,81.28,2.4852,3.0598,08/01/2019,08/06/2019,
VETS,Pacer Funds,29.2159,0.564259,1.975,06/25/2019,06/27/2019,
VGIT,Vanguard Scottsdale Funds,67.29,1.4892,2.2144,08/01/2019,08/06/2019,
VGLT,Vanguard Scottsdale Funds,90.23,2.1324,2.3636,08/01/2019,08/06/2019,
VGSH,Vanguard Scottsdale Funds,61.15,1.4616,2.391,08/01/2019,08/06/2019,
VIA,Viacom Inc.,27.27,0.8,2.9059,06/14/2019,07/01/2019,
VIAB,Viacom Inc.,24.98,0.8,3.1797,06/14/2019,07/01/2019,
VIGI,Vanguard Whitehall Funds,65.61,1.9204,2.9382,06/17/2019,06/20/2019,
VIRT,Virtu Financial Inc.,18.8,0.96,5.2345,08/30/2019,09/16/2019,
VLGEA,Village Super Market Inc.,24.97,1,4.0161,07/01/2019,07/25/2019,
VLY,Valley National Bancorp,10.51,0.44,4.2065,06/13/2019,07/01/2019,
VMBS,Vanguard Scottsdale Funds,53.31,1.5936,2.9932,08/01/2019,08/06/2019,
VNOM,Viper Energy Partners LP,28.97,1.88,6.4384,08/13/2019,08/21/2019,
VNQI,Vanguard International Equity Index Funds,57.9,1.6252,2.8093,06/17/2019,06/20/2019,
VONE,Vanguard Scottsdale Funds,134.24,2.3356,1.7402,06/21/2019,06/26/2019,
VONG,Vanguard Scottsdale Funds,164.35,1.9516,1.1844,06/21/2019,06/26/2019,
VONV,Vanguard Scottsdale Funds,109.13,2.5952,2.3833,06/21/2019,06/26/2019,
VRIG,Invesco Actively Managed Exchange-Traded Fund Trus,24.88,0.7632,3.0688,08/19/2019,08/30/2019,
VRSK,Verisk Analytics Inc.,161.54,1,0.622,06/13/2019,06/28/2019,
VRTS,Virtus Investment Partners Inc.,106.69,2.2,2.0885,07/30/2019,08/15/2019,
VSDA,Victory Portfolios II,33.99,0.266124,0.7853,08/14/2019,08/16/2019,
VSEC,VSE Corporation,31.84,0.36,1.105,07/16/2019,07/31/2019,
VSMV,Victory Portfolios II,31.315,0.367356,1.1744,08/14/2019,08/16/2019,
VTC,Vanguard Scottsdale Funds,89.37,2.9652,3.3188,08/01/2019,08/06/2019,
VTHR,Vanguard Scottsdale Funds,133.22,2.5372,1.9038,06/21/2019,06/26/2019,
VTIP,Vanguard Malvern Funds,49.58,0.6816,1.3734,06/17/2019,06/20/2019,
VTWG,Vanguard Scottsdale Funds,141.53,0.9908,0.6981,06/21/2019,06/26/2019,
VTWO,Vanguard Scottsdale Funds,119.66,1.8448,1.5377,06/21/2019,06/26/2019,
VTWV,Vanguard Scottsdale Funds,99.5,2.244,2.2523,06/21/2019,06/26/2019,
VWOB,Vanguard Whitehall Funds,81.3,3.936,4.8515,08/01/2019,08/06/2019,
VXUS,Vanguard STAR Funds,50.58,2.4424,4.8547,06/21/2019,06/26/2019,
VYMI,Vanguard Whitehall Funds,57.67,4.0812,7.1126,06/17/2019,06/20/2019,
WABC,Westamerica Bancorporation,61.61,1.64,2.671,08/02/2019,08/16/2019,
WAFD,Washington Federal Inc.,35.6,0.84,2.3911,08/08/2019,08/23/2019,
WASH,Washington Trust Bancorp Inc.,46.4,2.04,4.3683,06/28/2019,07/12/2019,
WBA,Walgreens Boots Alliance Inc.,51.19,1.83,3.631,08/19/2019,09/12/2019,
WBND,Legg Mason ETF Investment Trust,27.44,0.941544,3.4313,08/01/2019,08/06/2019,
WDC,Western Digital Corporation,57.27,2,3.6311,06/27/2019,07/15/2019,
WDFC,WD-40 Company,182.3,2.44,1.3243,07/18/2019,07/31/2019,
WEBK,Wellesley Bancorp Inc.,31.65,0.24,0.7583,06/04/2019,06/19/2019,
WEN,Wendy's Company (The),22,0.4,1.8067,08/30/2019,09/17/2019,
WERN,Werner Enterprises Inc.,32.68,0.36,1.1229,06/28/2019,07/16/2019,
WETF,WisdomTree Investments Inc.,4.81,0.12,2.4845,08/06/2019,08/21/2019,
WEYS,Weyco Group Inc.,24.53,0.96,3.904,08/28/2019,09/30/2019,
WHF,WhiteHorse Finance Inc.,13.3,1.42,10.7739,06/19/2019,07/03/2019,
WINA,Winmark Corporation,162.5,1,0.6122,08/06/2019,09/03/2019,
WINC,Legg Mason ETF Investment Trust,25.77,1.05318,4.0868,08/01/2019,08/06/2019,
WING,Wingstop Inc.,100.17,0.44,0.4254,08/29/2019,09/13/2019,
WIRE,Encore Wire Corporation,53.99,0.08,0.148,07/03/2019,07/19/2019,
WNEB,Western New England Bancorp Inc.,8.89,0.2,2.265,08/06/2019,08/21/2019,
WOOD,iShares Trust,55.58,2.241256,4.0817,06/17/2019,06/21/2019,
WSBC,WesBanco Inc.,34.22,1.24,3.612,06/06/2019,07/01/2019,
WSBF,Waterstone Financial Inc.,16.59,0.48,2.9038,07/11/2019,08/02/2019,
WSFS,WSFS Financial Corporation,41.22,0.48,1.1563,08/07/2019,08/22/2019,
WSTG,Wayside Technology Group Inc.,13.85,0.68,4.8571,08/16/2019,08/23/2019,
WTBA,West Bancorporation,20.84,0.84,4.0443,08/06/2019,08/21/2019,
WTFC,Wintrust Financial Corporation,62.83,1,1.5969,08/07/2019,08/22/2019,
WVFC,WVS Financial Corp.,16.1,0.4,2.4845,08/09/2019,08/22/2019,
WWD,Woodward Inc.,107.85,0.65,0.6078,08/19/2019,09/03/2019,
WYNN,Wynn Resorts Limited,110.15,4,3.7622,08/15/2019,08/27/2019,
XLNX,Xilinx Inc.,104.06,1.48,1.4306,08/06/2019,08/27/2019,
XPER,Xperi Corporation ,18.32,0.8,4.398,08/26/2019,09/17/2019,
XRAY,DENTSPLY SIRONA Inc.,52.15,0.35,0.6728,06/27/2019,07/12/2019,
XT,iShares Trust,37.84,0.717314,1.9012,06/17/2019,06/21/2019,
YLCO,Global X Funds,13.42,0.4164,3.1191,08/07/2019,08/15/2019,
YLDE,Legg Mason ETF Investment Trust,30.4077,0.79776,2.6235,06/25/2019,06/28/2019,
YORW,The York Water Company,37.34,0.6932,1.8348,06/27/2019,07/15/2019,
ZBIO,ProShares Trust,15.5448,0.061964,0.4087,06/25/2019,07/02/2019,
ZEUS,Olympic Steel Inc.,10.75,0.08,0.7442,08/30/2019,09/17/2019,
ZION,Zions Bancorporation N.A.,41.09,1.36,3.3358,08/14/2019,08/22/2019,
