Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
FEMS,First Trust Exchange-Traded AlphDEX Fund II,34.29,1.5144,4.4242,06/14/2019,06/28/2019,
FEP,First Trust Exchange-Traded AlphDEX Fund II,33.6109,1.9524,5.8473,06/14/2019,06/28/2019,
FEUZ,First Trust Exchange-Traded AlphDEX Fund II,36.65,2.102,5.7303,06/14/2019,06/28/2019,
FEX,First Trust Exchange-Traded AlphaDEX Fund,59.83,0.7516,1.2556,06/14/2019,06/28/2019,
FFBC,First Financial Bancorp.,23.42,0.92,3.9655,08/29/2019,09/16/2019,
FFIC,Flushing Financial Corporation,19.29,0.84,4.3388,06/13/2019,06/28/2019,
FFIN,First Financial Bankshares Inc.,30.62,0.48,1.5625,06/14/2019,07/01/2019,
FFNW,First Financial Northwest Inc.,13.72,0.36,2.6826,06/06/2019,06/21/2019,
FFWM,First Foundation Inc.,13.96,0.2,1.442,08/30/2019,09/16/2019,
FGBI,First Guaranty Bancshares Inc.,18.98,0.64,3.4061,06/20/2019,06/28/2019,
FGM,First Trust Exchange-Traded AlphDEX Fund II,38.92,3.2,8.2666,06/14/2019,06/28/2019,
FHB,First Hawaiian Inc.,25.7,1.04,4.0913,08/23/2019,09/06/2019,
FHK,First Trust Exchange-Traded AlphDEX Fund II,31.6127,2.0072,6.3179,06/14/2019,06/28/2019,
FIBK,First Interstate BancSystem Inc.,39,1.24,3.1992,08/07/2019,08/21/2019,
FID,First Trust Exchange-Traded Fund VI,16.49,0.9136,5.5403,06/14/2019,06/28/2019,
FISI,Financial Institutions Inc.,29.06,1,3.4638,06/13/2019,07/02/2019,
FITB,Fifth Third Bancorp,26.45,0.96,3.6488,06/27/2019,07/15/2019,
FIXD,First Trust Exchange-Traded Fund VIII,53.03,1.44,2.717,08/21/2019,08/30/2019,
FJP,First Trust Exchange-Traded AlphDEX Fund II,45.915,1.76,3.8563,06/14/2019,06/28/2019,
FKU,First Trust Exchange-Traded AlphDEX Fund II,33.8735,1.4152,4.1734,06/14/2019,06/28/2019,
FLIC,The First of Long Island Corporation,21.76,0.68,3.1236,07/11/2019,07/22/2019,
FLIR,FLIR Systems Inc.,49.27,0.68,1.3793,08/22/2019,09/06/2019,
FLMN,Falcon Minerals Corporation,5.86,0.6,10.2564,08/23/2019,09/06/2019,
FLN,First Trust Exchange-Traded AlphDEX Fund II,20.0091,1.1948,6.0988,06/14/2019,06/28/2019,
FLXS,Flexsteel Industries Inc.,15.14,0.88,6.1495,06/13/2019,07/01/2019,
FMAO,Farmers & Merchants Bancorp Inc.,25.58,0.6,2.3256,06/14/2019,07/20/2019,
FMB,First Trust Exchange-Traded Fund III,56.08,1.35,2.4077,08/21/2019,08/30/2019,
FMBH,First Mid Bancshares Inc.,32.09,0.72,2.2367,05/31/2019,06/10/2019,
FMBI,First Midwest Bancorp Inc.,19.2,0.56,2.9091,06/27/2019,07/09/2019,
FMHI,First Trust Exchange-Traded Fund III,53.6,1.74,3.2521,08/21/2019,08/30/2019,
FMK,First Trust Exchange-Traded AlphaDEX Fund,35.6502,0.4,1.1236,06/14/2019,06/28/2019,
FMNB,Farmers National Banc Corp.,13.5,0.36,2.622,06/13/2019,06/28/2019,
FNCB,FNCB Bancorp Inc.,7.36,0.2,2.6144,08/30/2019,09/16/2019,
FNHC,FedNat Holding Company,12.23,0.32,2.623,08/15/2019,09/02/2019,
FNK,First Trust Exchange-Traded AlphaDEX Fund,31.7763,0.4,1.264,06/14/2019,06/28/2019,
FNLC,First Bancorp Inc (ME),25.4,1.2,4.8058,07/09/2019,07/31/2019,
FNWB,First Northwest Bancorp,15.98,0.12,0.75,08/22/2019,09/06/2019,
FNX,First Trust Exchange-Traded AlphaDEX Fund,66.2,0.6,0.9075,06/14/2019,06/28/2019,
FOX,Fox Corporation,32.8,0.46,1.4176,05/17/2019,06/03/2019,
FOXA,Fox Corporation,33.17,0.46,1.405,05/17/2019,06/03/2019,
FPA,First Trust Exchange-Traded AlphDEX Fund II,26.9202,1.04,3.8633,06/14/2019,06/28/2019,
FPXE,First Trust Exchange-Traded Fund II,20.14,1.0264,5.1116,06/14/2019,06/28/2019,
FPXI,First Trust Exchange-Traded Fund II,37.9,0.7408,1.9383,06/14/2019,06/28/2019,
FRAF,Franklin Financial Services Corporation,31.58,1.2,3.8138,08/01/2019,08/28/2019,
FRBA,First Bank,10.56,0.12,1.1494,08/08/2019,08/23/2019,
FRME,First Merchants Corporation,35.72,1.04,2.8953,08/29/2019,09/20/2019,
FSBW,FS Bancorp Inc.,48.4,0.6,1.2394,08/07/2019,08/22/2019,
FSFG,First Savings Financial Group Inc.,58.58,0.64,1.0918,06/13/2019,06/28/2019,
FSV,FirstService Corporation,103.89,0.6,0.5828,06/27/2019,07/05/2019,
FSZ,First Trust Exchange-Traded AlphDEX Fund II,47.65,3.92,8.3146,06/14/2019,06/28/2019,
FTA,First Trust Exchange-Traded AlphaDEX Fund,49.35,0.64,1.3002,06/14/2019,06/28/2019,
FTAG,First Trust Exchange-Traded Fund II,22.17,0.8,3.6085,06/14/2019,06/28/2019,
FTC,First Trust Exchange-Traded AlphaDEX Fund,70.89,0.2,0.2806,06/14/2019,06/28/2019,
FTCS,First Trust Exchange-Traded Fund,56.78,0.6216,1.0948,06/14/2019,06/28/2019,
FTHI,First Trust Exchange-Traded Fund VI,22.165,0.96,4.3263,08/21/2019,08/30/2019,
FTLB,First Trust Exchange-Traded Fund VI,22.08,0.66,3.0028,08/21/2019,08/30/2019,
FTRI,First Trust Exchange-Traded Fund II,11.11,0.642,5.8523,06/14/2019,06/28/2019,
FTSL,First Trust Exchange-Traded Fund IV,47.09,2.208,4.6869,08/21/2019,08/30/2019,
FTSM,First Trust Exchange-Traded Fund IV,60.07,1.3896,2.3095,08/30/2019,09/05/2019,
FTXD,First Trust Exchange-Traded Fund VI,22.7,0.4016,1.7699,06/14/2019,06/28/2019,
FTXG,First Trust Exchange-Traded Fund VI,21.0318,0.334,1.6042,06/14/2019,06/28/2019,
FTXH,First Trust Exchange-Traded Fund VI,20.2805,0.158,0.7872,06/14/2019,06/28/2019,
FTXL,First Trust Exchange-Traded Fund VI,33.1188,0.4256,1.2845,06/14/2019,06/28/2019,
FTXN,First Trust Exchange-Traded Fund VI,15.2,0.4292,2.7863,06/14/2019,06/28/2019,
FTXO,First Trust Exchange-Traded Fund VI,24.13,0.7624,3.1767,06/14/2019,06/28/2019,
FTXR,First Trust Exchange-Traded Fund VI,22.61,0.062,0.2768,06/14/2019,06/28/2019,
FULT,Fulton Financial Corporation,15.95,0.52,3.2746,06/28/2019,07/15/2019,
FUNC,First United Corporation,21.74,0.36,1.6941,07/16/2019,08/01/2019,
FUSB,First US Bancshares Inc.,9.4,0.08,0.8511,06/06/2019,07/01/2019,
FV,First Trust Exchange-Traded Fund VI,29.58,0.0352,0.1188,06/14/2019,06/28/2019,
FVC,First Trust Exchange-Traded Fund VI,26.46,0.2564,0.9686,06/14/2019,06/28/2019,
FWRD,Forward Air Corporation,62.3,0.72,1.173,08/21/2019,09/06/2019,
FXNC,First National Corporation,18.6,0.36,1.7561,08/29/2019,09/13/2019,
FYT,First Trust Exchange-Traded AlphaDEX Fund,32.2406,0.4,1.2403,06/14/2019,06/28/2019,
FYX,First Trust Exchange-Traded AlphaDEX Fund,58.2401,0.7648,1.3078,06/14/2019,06/28/2019,
GABC,German American Bancorp Inc.,30.53,0.68,2.2135,08/08/2019,08/20/2019,
GARS,Garrison Capital Inc.,6.96,0.92,13.1429,06/06/2019,06/21/2019,
GBCI,Glacier Bancorp Inc.,39.69,1.08,2.7204,07/08/2019,07/18/2019,
GBDC,Golub Capital BDC Inc.,18.6,1.28,6.8449,08/16/2019,09/27/2019,
GBLI,Global Indemnity Limited,25.75,1,3.861,06/20/2019,06/28/2019,
GCBC,Greene County Bancorp Inc.,26.9,0.44,1.666,08/14/2019,08/30/2019,
GECC,Great Elm Capital Corp.,8.25,0.996,12.1463,08/29/2019,09/13/2019,
GENY,Principal Exchange-Traded Funds,38.37,0.0792,0.207,07/01/2019,07/05/2019,
GFED,Guaranty Federal Bancshares Inc.,23.9473,0.52,2.1712,07/05/2019,07/18/2019,
GILD,Gilead Sciences Inc.,63.54,2.52,3.9529,06/13/2019,06/27/2019,
GLAD,Gladstone Capital Corporation,9.32,0.84,8.9744,08/19/2019,08/30/2019,
GLBZ,Glen Burnie Bancorp,10.56,0.4,3.8095,07/19/2019,08/02/2019,
GLDI,Credit Suisse AG,9.337,1.0632,11.4816,08/20/2019,08/27/2019,
GLNG,Golar LNG Limited,11.71,0.6,5.2129,06/12/2019,07/03/2019,
GLPI,Gaming and Leisure Properties Inc.,39.12,2.72,6.9959,06/13/2019,06/28/2019,
GMLP,Golar LNG Partners LP,9.81,1.6168,16.2166,08/06/2019,08/14/2019,
GNMA,iShares Trust,50.429,1.43424,2.8519,08/01/2019,08/07/2019,
GNTX,Gentex Corporation,26.6,0.46,1.7293,07/09/2019,07/24/2019,
GNTY,Guaranty Bancshares Inc.,30.14,0.68,2.2599,06/26/2019,07/10/2019,
GOGL,Golden Ocean Group Limited,6.2,0.4,6.6116,08/29/2019,09/12/2019,
GPP,Green Plains Partners LP,12.93,1.9,14.3505,08/01/2019,08/09/2019,
GPRE,Green Plains Inc.,8.21,0.48,6.0683,05/23/2019,06/14/2019,
GRID,First Trust Exchange-Traded Fund II,47.8345,1.0484,2.1965,06/14/2019,06/28/2019,
GROW,U.S. Global Investors Inc.,2.15,0.03,1.4851,08/09/2019,08/26/2019,
GSBC,Great Southern Bancorp Inc.,56.34,1.28,2.2707,06/28/2019,07/16/2019,
GT,The Goodyear Tire & Rubber Company,11.47,0.64,5.5701,07/31/2019,09/03/2019,
GULF,WisdomTree Trust,20.22,1.74,8.6139,06/24/2019,06/28/2019,
GWRS,Global Water Resources Inc.,11.91,0.286332,2.4122,08/14/2019,08/29/2019,
HA,Hawaiian Holdings Inc.,24.41,0.48,1.9308,08/15/2019,08/30/2019,
HAFC,Hanmi Financial Corporation,17.91,0.96,5.4268,08/08/2019,08/30/2019,
HAS,Hasbro Inc.,110.47,2.72,2.4696,07/31/2019,08/15/2019,
HAYN,Haynes International Inc.,29.87,0.88,3.0024,08/29/2019,09/16/2019,
HBAN,Huntington Bancshares Incorporated,13.25,0.56,4.236,06/14/2019,07/01/2019,
HBCP,Home Bancorp Inc.,37.28,0.84,2.2721,08/02/2019,08/16/2019,
HBNC,Horizon Bancorp Inc.,16.26,0.48,2.9466,07/03/2019,07/19/2019,
HCAP,Harvest Capital Credit Corporation,9.9553,0.96,9.7462,08/21/2019,08/29/2019,
HCSG,Healthcare Services Group Inc.,22.55,0.795,3.5989,08/22/2019,09/27/2019,
HEES,H&E Equipment Services Inc.,24.29,1.1,4.5738,08/26/2019,09/13/2019,
HERD,Pacer Funds,23.22,0.553426,2.4157,06/26/2019,06/28/2019,
HEWG,iShares Trust,26.22,1.451434,5.591,07/02/2019,07/09/2019,
HFBL,Home Federal Bancorp Inc. of Louisiana,31.9206,0.64,2.005,07/19/2019,08/05/2019,
HFWA,Heritage Financial Corporation,26.18,0.76,2.9085,08/07/2019,08/22/2019,
HIFS,Hingham Institution for Savings,180.1,1.56,0.8727,07/05/2019,07/17/2019,
HLIO,Helios Technologies Inc.,42.79,0.36,0.8565,07/03/2019,07/20/2019,
HLNE,Hamilton Lane Incorporated,62.14,1.1,1.7648,06/13/2019,07/05/2019,
HNDL,Strategy Shares,24.29,1.685604,6.9396,08/13/2019,08/15/2019,
HNNA,Hennessy Advisors Inc.,9.91,0.55,5.5894,08/19/2019,09/10/2019,
HNRG,Hallador Energy Company,3.97,0.16,4.01,07/30/2019,08/16/2019,
HOFT,Hooker Furniture Corporation,17.86,0.6,3.3784,06/14/2019,06/30/2019,
HOMB,Home BancShares Inc.,17.72,0.52,2.9345,08/13/2019,09/04/2019,
HOPE,Hope Bancorp Inc.,13.41,0.56,4.176,07/25/2019,08/09/2019,
HRZN,Horizon Technology Finance Corporation,11.8,1.2,10.1266,08/16/2019,09/17/2019,
HSII,Heidrick & Struggles International Inc.,26.55,0.6,2.2814,08/08/2019,08/23/2019,
HTBI,HomeTrust Bancshares Inc.,25.22,0.24,0.9615,08/21/2019,09/05/2019,
HTBK,Heritage Commerce Corp,11.59,0.48,4.1237,08/07/2019,08/22/2019,
HTLD,Heartland Express Inc.,20.57,0.08,0.3929,06/20/2019,07/01/2019,
HTLF,Heartland Financial USA Inc.,43.73,0.72,1.6521,08/08/2019,08/30/2019,
HURC,Hurco Companies Inc.,31.91,0.48,1.5075,06/28/2019,07/15/2019,
HWBK,Hawthorn Bancshares Inc.,22.1,0.48,2.1258,06/13/2019,07/01/2019,
HWC,Hancock Whitney Corporation,35.11,1.08,3.0743,06/04/2019,06/14/2019,
HWKN,Hawkins Inc.,44.35,0.92,2.0725,08/15/2019,08/30/2019,
HYLS,First Trust Exchange-Traded Fund IV,48.11,2.52,5.2336,08/21/2019,08/30/2019,
HYND,WisdomTree Trust,18.1,1.02,5.5888,08/27/2019,08/30/2019,
HYXE,iShares Trust,51.84,2.881272,5.5493,08/01/2019,08/07/2019,
HYZD,WisdomTree Trust,23.13,1.2,5.1948,08/27/2019,08/30/2019,
IBB,iShares Trust,102.93,0.31876,0.3076,06/17/2019,06/21/2019,
IBCP,Independent Bank Corporation,19.43,0.72,3.6753,08/05/2019,08/15/2019,
IBKC,IBERIABANK Corporation,68.99,1.72,2.4838,06/27/2019,07/26/2019,
IBTX,Independent Bank Group Inc,48.91,1,2.0408,08/02/2019,08/15/2019,
ICBK,County Bancorp Inc.,17.3,0.2,1.1628,06/06/2019,06/21/2019,
ICFI,ICF International Inc.,84.66,0.56,0.6619,06/13/2019,07/16/2019,
ICLN,iShares Trust,10.87,0.15626,1.4336,06/17/2019,06/21/2019,
IDCC,InterDigital Inc.,49.17,1.4,2.8718,07/09/2019,07/24/2019,
IDLB,Invesco Exchange-Traded Fund Trust II,27.065,1.40488,5.234,06/24/2019,06/28/2019,
IEF,iShares Trust,114.01,2.322504,2.0376,08/01/2019,08/07/2019,
IEI,iShares Trust,127.75,2.628444,2.0578,08/01/2019,08/07/2019,
IEUS,iShares Trust,47.73,3.349924,7.0718,06/17/2019,06/21/2019,
IFEU,iShares Trust,36.4339,2.617852,7.2799,06/17/2019,06/21/2019,
IFGL,iShares Trust,29.67,1.391364,4.7069,06/17/2019,06/21/2019,
IFV,First Trust Exchange-Traded Fund VI,18.73,0.84,4.5161,06/14/2019,06/28/2019,
IGF,iShares Trust,45.46,1.57376,3.4619,06/17/2019,06/21/2019,
IGIB,iShares Trust,58.29,2.017668,3.4597,08/01/2019,08/07/2019,
IGSB,iShares Trust,53.78,1.609248,2.9917,08/01/2019,08/07/2019,
IIIN,Insteel Industries Inc.,18.7,0.12,0.6363,06/13/2019,06/28/2019,
IJT,iShares Trust,177.11,1.643904,0.9241,06/17/2019,06/21/2019,
ILPT,Industrial Logistics Properties Trust,21.39,1.32,6.1914,07/26/2019,08/15/2019,
IMKTA,Ingles Markets Incorporated,38.88,0.66,1.7076,07/10/2019,07/18/2019,
INBK,First Internet Bancorp,20.22,0.24,1.1923,06/27/2019,07/15/2019,
INDB,Independent Bank Corp.,67.61,1.76,2.5974,06/28/2019,07/12/2019,
INDY,iShares Trust,34.78,0.45011,1.3005,06/17/2019,06/21/2019,
INFR,Legg Mason ETF Investment Trust,30.7,1.6,5.2494,07/09/2019,07/12/2019,
INTC,Intel Corporation,47.41,1.26,2.6883,08/06/2019,09/01/2019,
INTU,Intuit Inc.,288.36,1.88,0.6552,07/09/2019,07/18/2019,
IOSP,Innospec Inc.,83.18,1,1.2034,05/20/2019,05/30/2019,
IPAR,Inter Parfums Inc.,64.29,1.1,1.6766,06/27/2019,07/15/2019,
IPHS,Innophos Holdings Inc.,28.09,1.92,6.7274,08/22/2019,09/06/2019,
IPKW,Invesco Exchange-Traded Fund Trust II,30.11,1.09672,3.679,06/24/2019,06/28/2019,
ISBC,Investors Bancorp Inc.,11.1,0.44,3.9747,08/08/2019,08/23/2019,
ISCA,International Speedway Corporation,45.02,0.49,1.0879,05/30/2019,06/28/2019,
ISDS,Invesco Exchange-Traded Self-Indexed Fund Trust,21.55,0.39044,1.8118,06/24/2019,06/28/2019,
ISDX,Invesco Exchange-Traded Self-Indexed Fund Trust,23.96,0.60368,2.5248,06/24/2019,06/28/2019,
ISEM,Invesco Exchange-Traded Self-Indexed Fund Trust,24.039,0.93812,3.9121,06/24/2019,06/28/2019,
ISTB,iShares Trust,50.65,1.405164,2.7754,08/01/2019,08/07/2019,
ISTR,Investar Holding Corporation,23.22,0.2204,0.9688,07/05/2019,07/31/2019,
ITIC,Investors Title Company,147.2,1.6,1.1033,08/30/2019,09/17/2019,
IUS,Invesco Exchange-Traded Self-Indexed Fund Trust,24.9,0.49332,1.9812,06/24/2019,06/28/2019,
IUSB,iShares Trust,52.78,1.598148,3.0297,08/01/2019,08/07/2019,
IUSG,iShares Trust,62.9,1.063264,1.6875,06/17/2019,06/21/2019,
IUSS,Invesco Exchange-Traded Self-Indexed Fund Trust,22.48,0.278,1.235,06/24/2019,06/28/2019,
IUSV,iShares Trust,55.9525,1.343824,2.4074,06/17/2019,06/21/2019,
IVFVC,Ivy NextShares,99.89,0.8,0.8009,06/13/2019,06/17/2019,
IXUS,iShares Trust,56.28,1.874166,3.3485,06/17/2019,06/21/2019,
JACK,Jack In The Box Inc.,85.32,1.6,1.8857,08/16/2019,09/10/2019,
JBHT,J.B. Hunt Transport Services Inc.,108.04,1.04,0.9729,08/01/2019,08/16/2019,
JCS,Communications Systems Inc.,4.53,0.08,1.7978,06/13/2019,07/01/2019,
JJSF,J & J Snack Foods Corp.,193.06,2,1.0459,06/11/2019,07/03/2019,
JKHY,Jack Henry & Associates Inc.,144.96,1.6,1.1034,05/22/2019,06/07/2019,
JKI,iShares Trust,153.53,3.941596,2.5779,06/17/2019,06/21/2019,
JOUT,Johnson Outdoors Inc.,56,0.56,0.9873,07/10/2019,07/25/2019,
JRSH,Jerash Holdings (US) Inc.,7,0.2,2.7855,08/08/2019,08/19/2019,
JRVR,James River Group Holdings Ltd.,49.28,1.2,2.4361,06/07/2019,06/28/2019,
JSMD,Janus Detroit Street Trust,43.69,0.167464,0.3819,06/28/2019,07/05/2019,
JSML,Janus Detroit Street Trust,41.722,0.164908,0.3957,06/28/2019,07/05/2019,
KALU,Kaiser Aluminum Corporation,88.43,2.4,2.7155,07/24/2019,08/15/2019,
KBAL,Kimball International Inc.,17.55,0.32,1.8203,06/24/2019,07/15/2019,
KBWB,Invesco Exchange-Traded Fund Trust II,48.15,1.24764,2.6058,06/24/2019,06/28/2019,
KBWD,Invesco Exchange-Traded Fund Trust II,19.7866,1.89108,9.5654,08/19/2019,08/30/2019,
KBWP,Invesco Exchange-Traded Fund Trust II,70.643,1.7134,2.4118,06/24/2019,06/28/2019,
KBWR,Invesco Exchange-Traded Fund Trust II,47.59,1.26184,2.6559,06/24/2019,06/28/2019,
KBWY,Invesco Exchange-Traded Fund Trust II,29.27,1.75824,6.04,08/19/2019,08/30/2019,
KELYA,Kelly Services Inc.,24.21,0.3,1.232,08/19/2019,08/30/2019,
KELYB,Kelly Services Inc.,28,0.3,1.0714,08/19/2019,08/30/2019,
KEQU,Kewaunee Scientific Corporation,16.08,0.76,4.795,06/06/2019,06/21/2019,
KFFB,Kentucky First Federal Bancorp,7.6025,0.4,5.2614,07/30/2019,08/12/2019,
KFRC,Kforce Inc.,32.54,0.72,2.1918,06/06/2019,06/21/2019,
KHC,The Kraft Heinz Company,25.52,1.6,6.3166,08/20/2019,09/13/2019,
KINS,Kingstone Companies Inc,8.09,0.25,3.0562,08/29/2019,09/13/2019,
KLAC,KLA Corporation ,147.9,3,2.0496,08/14/2019,09/03/2019,
KLIC,Kulicke and Soffa Industries Inc.,20.83,0.48,2.3077,06/27/2019,07/15/2019,
KNSL,Kinsale Capital Group Inc.,98.23,0.32,0.3253,08/28/2019,09/12/2019,
KRMA,Global X Funds,21.5778,0.335716,1.5592,06/27/2019,07/08/2019,
KRNY,Kearny Financial,12.58,0.24,1.9033,05/28/2019,06/12/2019,
LAMR,Lamar Advertising Company,76.65,3.84,5.0124,06/13/2019,06/28/2019,
LANC,Lancaster Colony Corporation,145.9,2.6,1.8014,06/06/2019,06/28/2019,
LAND,Gladstone Land Corporation,11.51,0.5346,4.6527,08/19/2019,08/30/2019,
LARK,Landmark Bancorp Inc.,22.9,0.8,3.4783,08/06/2019,08/21/2019,
LBAI,Lakeland Bancorp Inc.,14.88,0.5,3.3445,08/02/2019,08/15/2019,
LBC,Luther Burbank Corporation,10.46,0.23,2.1842,08/07/2019,08/19/2019,
LCNB,LCNB Corporation,16.77,0.68,4.0865,08/30/2019,09/16/2019,
LCUT,Lifetime Brands Inc.,7.72,0.17,2.091,07/31/2019,08/15/2019,
LDRI,Invesco Exchange-Traded Fund Trust II,25.29,0.64452,2.5485,08/19/2019,08/30/2019,
LDSF,First Trust Exchange-Traded Fund VIII,20.53,0.6,2.9283,08/21/2019,08/30/2019,
LECO,Lincoln Electric Holdings Inc.,82.56,1.88,2.3073,06/27/2019,07/15/2019,
LEGR,First Trust Exchange-Traded Fund VI,29.135,0.8,2.7473,06/14/2019,06/28/2019,
LEVL,Level One Bancorp Inc.,23.49,0.16,0.6823,06/27/2019,07/15/2019,
LFUS,Littelfuse Inc.,156.07,1.92,1.229,08/21/2019,09/05/2019,
LKFN,Lakeland Financial Corporation,42.33,1.2,2.8436,07/24/2019,08/05/2019,
LKOR,FlexShares Trust,58.4456,2.094084,3.5766,08/01/2019,08/07/2019,
LMAT,LeMaitre Vascular Inc.,31.66,0.34,1.0742,08/20/2019,09/05/2019,
LMBS,First Trust Exchange-Traded Fund IV,51.97,1.2,2.3081,08/21/2019,08/30/2019,
LMNR,Limoneira Co,18.16,0.3,1.5488,07/05/2019,07/18/2019,
LMNX,Luminex Corporation,20.5,0.24,1.1662,06/19/2019,07/11/2019,
LMRK,Landmark Infrastructure Partners LP,15.1,1.47,9.4778,08/01/2019,08/14/2019,
LNGR,Global X Funds,21.391,0.105752,0.4944,06/27/2019,07/08/2019,
LNT,Alliant Energy Corporation,52.45,1.42,2.7032,07/30/2019,08/15/2019,
LOAN,Manhattan Bridge Capital Inc,6.0697,0.48,8,07/09/2019,07/15/2019,
LOB,Live Oak Bancshares Inc.,17.94,0.12,0.6693,05/24/2019,06/11/2019,
LOGM,LogMeIn Inc.,66.84,1.3,1.9311,08/06/2019,08/23/2019,
LPLA,LPL Financial Holdings Inc.,74.95,1,1.3444,08/12/2019,08/23/2019,
LRCX,Lam Research Corporation,210.51,4.4,2.1188,06/11/2019,07/10/2019,
LSBK,Lake Shore Bancorp Inc.,14.95,0.48,3.2107,08/02/2019,08/16/2019,
LSTR,Landstar System Inc.,111.52,0.74,0.6645,08/09/2019,08/30/2019,
LTXB,LegacyTexas Financial Group Inc.,40.4,1,2.4765,08/02/2019,08/19/2019,
LVHD,Legg Mason ETF Investment Trust,32.4582,0.310204,0.9574,08/08/2019,08/13/2019,
LYTS,LSI Industries Inc.,4.47,0.2,4.6189,08/30/2019,09/12/2019,
MANT,ManTech International Corporation,70.28,1.08,1.5295,06/06/2019,06/21/2019,
MAR,Marriott International,126.06,1.92,1.5271,08/21/2019,09/30/2019,
MATW,Matthews International Corporation,29.31,0.8,2.7248,08/02/2019,08/19/2019,
MBB,iShares Trust,108.5,3.151416,2.9088,08/01/2019,08/07/2019,
MBCN,Middlefield Banc Corp.,47.03,1.12,2.3174,08/29/2019,09/13/2019,
MBIN,Merchants Bancorp,15.86,0.28,1.7511,06/13/2019,07/01/2019,
MBSD,FlexShares Trust,23.6618,0.564504,2.3895,08/01/2019,08/07/2019,
MBTF,M B T Financial Corp,9.84,0.44,4.467,08/07/2019,08/15/2019,
MBWM,Mercantile Bank Corporation,30.77,1.04,3.3733,06/06/2019,06/19/2019,
MCBC,Macatawa Bank Corporation,9.89,0.28,2.8,08/12/2019,08/29/2019,
MCEF,First Trust Exchange-Traded Fund VIII,19.64,0.57,2.9128,08/13/2019,08/30/2019,
MCHI,iShares Trust,56.42,0.712206,1.2664,06/17/2019,06/21/2019,
MCHP,Microchip Technology Incorporated,86.33,1.464,1.6911,08/20/2019,09/04/2019,
MDIV,First Trust Exchange-Traded Fund VI,18.05,1.44,7.969,08/21/2019,08/30/2019,
MDLZ,Mondelez International Inc.,55.22,1.04,1.8813,06/27/2019,07/12/2019,
MDRR,Medalist Diversified REIT Inc.,3.9,0.7,16.0183,07/11/2019,07/17/2019,
MEOH,Methanex Corporation,32.46,1.44,4.5184,06/13/2019,06/30/2019,
MERC,Mercer International Inc.,12.04,0.55,4.538,06/21/2019,07/03/2019,
MFNC,Mackinac Financial Corporation,14.14,0.48,3.3684,06/27/2019,07/12/2019,
MFSF,MutualFirst Financial Inc.,30.17,0.8,2.6281,06/13/2019,06/28/2019,
MGEE,MGE Energy Inc.,75.85,1.41,1.8599,08/29/2019,09/15/2019,
MGPI,MGP Ingredients Inc.,48.17,0.4,0.8333,08/13/2019,08/30/2019,
MGRC,McGrath RentCorp,64.03,1.5,2.3238,07/16/2019,07/31/2019,
MILN,Global X Funds,25.15,0.04167,0.1652,06/27/2019,07/08/2019,
MINI,Mobile Mini Inc.,31.26,1.1,3.5144,08/13/2019,08/28/2019,
MKSI,MKS Instruments Inc.,78.29,0.8,1.0463,08/23/2019,09/06/2019,
MKTX,MarketAxess Holdings Inc.,397.62,2.04,0.5201,08/06/2019,08/21/2019,
MLAB,Mesa Laboratories Inc.,221.23,0.64,0.2923,08/29/2019,09/16/2019,
MLHR,Herman Miller Inc.,42.28,0.84,2.0053,08/29/2019,10/15/2019,
MMLP,Martin Midstream Partners L.P.,3.46,1,27.7778,08/06/2019,08/14/2019,
MNRO,Monro Inc. ,77.72,0.88,1.1219,08/23/2019,09/09/2019,
MOFG,MidWestOne Financial Group Inc.,28.97,0.81,2.797,08/29/2019,09/16/2019,
MORN,Morningstar Inc.,161.58,1.12,0.6954,07/03/2019,07/31/2019,
MPB,Mid Penn Bancorp,24.25,0.72,2.9388,08/06/2019,08/26/2019,
MPWR,Monolithic Power Systems Inc.,150.56,1.6,1.0637,06/27/2019,07/15/2019,
MRCC,Monroe Capital Corporation,10.1,1.4,13.9303,06/13/2019,06/28/2019,
MRLN,Marlin Business Services Corp.,21.63,0.56,2.5759,08/09/2019,08/22/2019,
MRTN,Marten Transport Ltd.,19.67,0.12,0.6221,08/23/2019,09/30/2019,
MRVL,Marvell Technology Group Ltd.,23.97,0.24,0.9917,07/11/2019,07/31/2019,
MSBI,Midland States Bancorp Inc.,25.77,0.97,3.751,08/15/2019,08/23/2019,
MSEX,Middlesex Water Company,61.04,0.96,1.5753,08/14/2019,09/03/2019,
MSFT,Microsoft Corporation,137.86,1.84,1.3322,08/14/2019,09/12/2019,
MSVB,Mid-Southern Bancorp Inc.,12.65,0.08,0.6324,08/15/2019,09/03/2019,
MTEX,Mannatech Incorporated,16.09,0.5,3.125,06/20/2019,06/28/2019,
MTSC,MTS Systems Corporation,56.87,1.2,2.0594,06/17/2019,07/02/2019,
MVBF,MVB Financial Corp.,18.84,0.2,1.0604,08/29/2019,09/15/2019,
MXIM,Maxim Integrated Products Inc.,54.54,1.92,3.5595,08/28/2019,09/13/2019,
NATH,Nathan's Famous Inc.,66.6,1.4,2.075,08/23/2019,09/06/2019,
NATI,National Instruments Corporation,42,1,2.3585,08/09/2019,09/03/2019,
NAVI,Navient Corporation,12.74,0.64,5.0078,06/06/2019,06/21/2019,
NBN,Northeast Bank,20.99,0.04,0.1914,08/15/2019,08/30/2019,
