Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
TRST,TrustCo Bank Corp NY,7.74,0.2725,3.5668,06/06/2019,07/01/2019,
TSBK,Timberland Bancorp Inc.,23.8,0.6,2.6076,08/14/2019,08/29/2019,
TSCO,Tractor Supply Company,100.55,1.4,1.409,05/24/2019,06/11/2019,
TTEK,Tetra Tech Inc.,80.24,0.6,0.7677,08/13/2019,08/30/2019,
TTS,Tile Shop Hldgs Inc.,2.32,0.2,8.547,07/26/2019,08/09/2019,
TUR,iShares Inc.,24.72,1.183626,4.7025,06/17/2019,06/21/2019,
TUSA,First Trust Exchange-Traded Fund,32.0248,0.3148,0.983,06/14/2019,06/28/2019,
TW,Tradeweb Markets Inc.,44.88,0.32,0.7113,05/30/2019,06/15/2019,
TXN,Texas Instruments Incorporated,122.82,3.08,2.5699,07/30/2019,08/12/2019,
TYPE,Monotype Imaging Holdings Inc.,19.85,0.464,2.3434,06/28/2019,07/19/2019,
UAE,iShares Trust,13.72,0.951838,6.9783,06/17/2019,06/21/2019,
UBCP,United Bancorp Inc.,11.23,0.54,4.8337,06/07/2019,06/20/2019,
UBFO,United Security Bancshares,10.47,0.44,4.2594,07/05/2019,07/18/2019,
UBNK,United Financial Bancorp Inc. ,12.58,0.48,3.8866,07/25/2019,08/07/2019,
UBNT,Ubiquiti Networks Inc.,110.39,1.2,1.0895,08/16/2019,08/26/2019,
UBOH,United Bancshares Inc.,19.81,0.52,2.5121,05/30/2019,06/17/2019,
UBSI,United Bankshares Inc.,36.23,1.36,3.8924,06/13/2019,07/01/2019,
UCBI,United Community Banks Inc.,26.71,0.68,2.6418,06/13/2019,07/05/2019,
UCFC,United Community Financial Corp.,9.75,0.32,3.3333,08/02/2019,08/13/2019,
UFCS,United Fire Group Inc,46.02,1.32,2.8708,05/30/2019,06/14/2019,
UFPI,Universal Forest Products Inc.,40.29,0.4,1.0275,05/30/2019,06/15/2019,
UG,United-Guardian Inc.,18.9945,1.1,5.8193,05/30/2019,06/14/2019,
UIHC,United Insurance Holdings Corp.,12.09,0.24,2.0708,08/13/2019,08/21/2019,
ULH,Universal Logistics Holdings Inc.,20.01,0.42,2.207,08/02/2019,08/12/2019,
UMBF,UMB Financial Corporation,63.71,1.2,1.9314,06/07/2019,07/01/2019,
UMPQ,Umpqua Holdings Corporation,15.66,0.84,5.4974,06/27/2019,07/15/2019,
UNB,Union Bankshares Inc.,28,1.24,4.5322,07/26/2019,08/08/2019,
UNIT,Uniti Group Inc.,8.52,0.2,2.4125,06/27/2019,07/15/2019,
UNTY,Unity Bancorp Inc.,19.62,0.32,1.671,06/13/2019,06/28/2019,
USIG,iShares Trust,58.4,1.955808,3.3484,08/01/2019,08/07/2019,
USLB,Invesco Exchange-Traded Fund Trust II,32.82,0.78192,2.4111,06/24/2019,06/28/2019,
USLM,United States Lime & Minerals Inc.,79.2,0.54,0.692,05/23/2019,06/14/2019,
USMC,Principal Exchange-Traded Funds,28.62,0.60768,2.1526,07/01/2019,07/05/2019,
USOI,Credit Suisse AG,20.07,2.3784,11.9518,06/19/2019,06/25/2019,
UTMD,Utah Medical Products Inc.,93.8,1.1,1.1506,06/13/2019,07/03/2019,
UVSP,Univest Financial Corporation,25.94,0.8,3.1459,06/03/2019,07/01/2019,
VALU,Value Line Inc.,25.18,0.8,3.1898,07/26/2019,08/09/2019,
VBTX,Veritex Holdings Inc.,23.19,0.5,2.2341,08/07/2019,08/22/2019,
VCIT,Vanguard Scottsdale Funds,91.49,3.2904,3.6028,08/01/2019,08/06/2019,
VCLT,Vanguard Scottsdale Funds,101.91,4.0728,3.9953,08/01/2019,08/06/2019,
VCSH,Vanguard Scottsdale Funds,81.07,2.4852,3.0666,08/01/2019,08/06/2019,
VETS,Pacer Funds,28.53,0.564259,1.9995,06/25/2019,06/27/2019,
VGIT,Vanguard Scottsdale Funds,67.14,1.4892,2.2154,08/01/2019,08/06/2019,
VGLT,Vanguard Scottsdale Funds,89.51,2.1324,2.3636,08/01/2019,08/06/2019,
VGSH,Vanguard Scottsdale Funds,61.15,1.4616,2.3902,08/01/2019,08/06/2019,
VIA,Viacom Inc.,27.29,0.8,2.8881,06/14/2019,07/01/2019,
VIAB,Viacom Inc.,26.02,0.8,3.0829,06/14/2019,07/01/2019,
VIGI,Vanguard Whitehall Funds,64.71,1.9204,2.9992,06/17/2019,06/20/2019,
VIRT,Virtu Financial Inc.,18.14,0.96,5.1337,05/31/2019,06/17/2019,
VLGEA,Village Super Market Inc.,24.58,1,4.0816,07/01/2019,07/25/2019,
VLY,Valley National Bancorp,10.32,0.44,4.3825,06/13/2019,07/01/2019,
VMBS,Vanguard Scottsdale Funds,53.08,1.5936,3.0011,08/01/2019,08/06/2019,
VNOM,Viper Energy Partners LP,27.83,1.88,6.8364,08/13/2019,08/21/2019,
VNQI,Vanguard International Equity Index Funds,57.18,1.6252,2.8846,06/17/2019,06/20/2019,
VONE,Vanguard Scottsdale Funds,132.67,2.3356,1.7859,06/21/2019,06/26/2019,
VONG,Vanguard Scottsdale Funds,162.2,1.9516,1.2211,06/21/2019,06/26/2019,
VONV,Vanguard Scottsdale Funds,108.09,2.5952,2.4393,06/21/2019,06/26/2019,
VRIG,Invesco Actively Managed Exchange-Traded Fund Trus,24.89,0.76872,3.0872,07/22/2019,07/31/2019,
VRSK,Verisk Analytics Inc.,156.88,1,0.6445,06/13/2019,06/28/2019,
VRTS,Virtus Investment Partners Inc.,99.2,2.2,2.2926,07/30/2019,08/15/2019,
VSDA,Victory Portfolios II,33.0792,0.266124,0.8151,08/14/2019,08/16/2019,
VSEC,VSE Corporation,32.24,0.36,1.1639,07/16/2019,07/31/2019,
VSMV,Victory Portfolios II,30.9952,0.367356,1.1995,08/14/2019,08/16/2019,
VTC,Vanguard Scottsdale Funds,88.78,2.9652,3.3415,08/01/2019,08/06/2019,
VTHR,Vanguard Scottsdale Funds,131.66,2.5372,1.9574,06/21/2019,06/26/2019,
VTIP,Vanguard Malvern Funds,49.58,0.6816,1.3745,06/17/2019,06/20/2019,
VTWG,Vanguard Scottsdale Funds,141.8,0.9908,0.7136,06/21/2019,06/26/2019,
VTWO,Vanguard Scottsdale Funds,119.52,1.8448,1.5769,06/21/2019,06/26/2019,
VTWV,Vanguard Scottsdale Funds,99.26,2.244,2.3108,06/21/2019,06/26/2019,
VWOB,Vanguard Whitehall Funds,80.96,3.936,4.8955,08/01/2019,08/06/2019,
VXUS,Vanguard STAR Funds,49.82,2.4424,4.9642,06/21/2019,06/26/2019,
VYMI,Vanguard Whitehall Funds,56.92,4.0812,7.2452,06/17/2019,06/20/2019,
WABC,Westamerica Bancorporation,61.97,1.64,2.7094,08/02/2019,08/16/2019,
WAFD,Washington Federal Inc.,34.61,0.84,2.4742,08/08/2019,08/23/2019,
WASH,Washington Trust Bancorp Inc.,47.41,2.04,4.3618,06/28/2019,07/12/2019,
WBA,Walgreens Boots Alliance Inc.,50.48,1.76,3.5707,05/17/2019,06/12/2019,
WBND,Legg Mason ETF Investment Trust,27.37,0.941544,3.459,08/01/2019,08/06/2019,
WDC,Western Digital Corporation,55.19,2,3.6996,06/27/2019,07/15/2019,
WDFC,WD-40 Company,183.78,2.44,1.3329,07/18/2019,07/31/2019,
WEBK,Wellesley Bancorp Inc.,31.7262,0.24,0.7565,06/04/2019,06/19/2019,
WEN,Wendy's Company (The),19.95,0.4,2.0212,05/31/2019,06/17/2019,
WERN,Werner Enterprises Inc.,31.46,0.36,1.1776,06/28/2019,07/16/2019,
WETF,WisdomTree Investments Inc.,5.51,0.12,2.2263,08/06/2019,08/21/2019,
WEYS,Weyco Group Inc.,23.74,0.96,4.2087,05/30/2019,06/28/2019,
WHF,WhiteHorse Finance Inc.,13.1,1.42,11.1198,06/19/2019,07/03/2019,
WINA,Winmark Corporation,163.3,1,0.6145,08/06/2019,09/03/2019,
WINC,Legg Mason ETF Investment Trust,25.85,1.05318,4.0742,08/01/2019,08/06/2019,
WING,Wingstop Inc.,99.69,0.36,0.3644,06/06/2019,06/21/2019,
WIRE,Encore Wire Corporation,54.31,0.08,0.1501,07/03/2019,07/19/2019,
WNEB,Western New England Bancorp Inc.,8.78,0.2,2.2989,08/06/2019,08/21/2019,
WOOD,iShares Trust,54.35,2.241256,4.2216,06/17/2019,06/21/2019,
WSBC,WesBanco Inc.,34.32,1.24,3.6752,06/06/2019,07/01/2019,
WSBF,Waterstone Financial Inc.,16.81,0.48,2.9056,07/11/2019,08/02/2019,
WSFS,WSFS Financial Corporation,42.12,0.48,1.1782,08/07/2019,08/22/2019,
WSTG,Wayside Technology Group Inc.,13.1091,0.68,5.1554,08/16/2019,08/23/2019,
WTBA,West Bancorporation,20.8,0.84,4.1318,08/06/2019,08/21/2019,
WTFC,Wintrust Financial Corporation,61.7,1,1.6592,08/07/2019,08/22/2019,
WVFC,WVS Financial Corp.,17,0.4,2.3529,08/09/2019,08/22/2019,
WWD,Woodward Inc.,106.44,0.65,0.6227,05/17/2019,06/03/2019,
WYNN,Wynn Resorts Limited,105.55,4,3.9024,08/15/2019,08/27/2019,
XLNX,Xilinx Inc.,105.46,1.48,1.4258,08/06/2019,08/27/2019,
XPER,Xperi Corporation ,19.3,0.8,4.2239,05/28/2019,06/19/2019,
XRAY,DENTSPLY SIRONA Inc.,52.33,0.35,0.6696,06/27/2019,07/12/2019,
XT,iShares Trust,37.53,0.717314,1.9429,06/17/2019,06/21/2019,
YLCO,Global X Funds,13.26,0.4164,3.175,08/07/2019,08/15/2019,
YLDE,Legg Mason ETF Investment Trust,30.47,0.79776,2.651,06/25/2019,06/28/2019,
YORW,The York Water Company,38.25,0.6932,1.8252,06/27/2019,07/15/2019,
ZBIO,ProShares Trust,14.65,0.061964,0.3957,06/25/2019,07/02/2019,
ZEUS,Olympic Steel Inc.,10.79,0.08,0.7634,05/31/2019,06/17/2019,
ZION,Zions Bancorporation N.A.,40.2,1.36,3.4694,08/14/2019,08/22/2019,
